SessionID,UserID,SessionDate,DurationMinutes,PagesViewed,Device,Browser
13950,10012,2025-10-04,39,10,Mobile,Chrome
13951,4971,2025-08-12,46,1,Desktop,Chrome
13952,7765,2025-11-03,20,6,Mobile,Chrome
13953,8962,2025-10-22,8,7,Desktop,Chrome
13954,4307,2025-11-17,4,2,Desktop,Chrome
13955,22091,2025-12-11,37,5,Mobile,Chrome
13956,13684,2025-12-23,15,4,Mobile,Chrome
13957,1288,2025-12-02,30,7,Desktop,Chrome
13958,22146,2025-07-29,9,7,Mobile,Chrome
13959,19531,2025-09-18,11,4,Desktop,Chrome
13960,24578,2025-09-23,23,1,Mobile,Chrome
13961,14564,2025-11-22,27,12,Mobile,Chrome
13962,22433,2025-08-03,13,3,Desktop,Chrome
13963,8423,2025-11-12,20,1,Desktop,Chrome
13964,16860,2025-11-30,13,5,Desktop,Chrome
13965,13178,2025-10-15,18,6,Desktop,Chrome
13966,17560,2025-11-04,27,7,Desktop,Chrome
13967,6243,2025-12-22,13,3,Desktop,Chrome
13968,19449,2025-10-24,13,7,Desktop,Chrome
13969,20703,2025-12-25,12,4,Mobile,Chrome
13970,17012,2025-12-19,27,4,Desktop,Chrome
13971,3518,2025-08-09,1,8,Mobile,Chrome
13972,17535,2025-03-07,7,2,Desktop,Chrome
13973,24446,2025-08-16,24,9,Desktop,Chrome
13974,17434,2025-11-06,23,2,Desktop,Chrome
13975,12896,2025-11-07,16,1,Desktop,Chrome
13976,15008,2025-08-26,16,2,Desktop,Chrome
13977,23159,2025-12-19,16,4,Desktop,Chrome
13978,3360,2025-10-11,27,4,Desktop,Chrome
13979,6133,2025-10-31,14,5,Tablet,Chrome
13980,22691,2025-08-23,7,5,Desktop,Chrome
13981,23253,2025-10-23,8,6,Desktop,Chrome
13982,13357,2025-11-29,12,4,Mobile,Chrome
13983,2913,2025-06-19,22,4,Desktop,Chrome
13984,6755,2025-11-27,23,3,Desktop,Chrome
13985,24637,2025-11-09,12,7,Desktop,Chrome
13986,20734,2025-10-31,20,7,Desktop,Chrome
13987,15167,2025-12-04,7,7,Desktop,Chrome
13988,1715,2025-12-09,25,6,Desktop,Chrome
13989,10570,2025-10-23,1,1,Desktop,Chrome
13990,21397,2025-12-22,20,2,Tablet,Chrome
13991,8750,2025-09-11,1,5,Desktop,Chrome
13992,17989,2025-08-21,29,5,Mobile,Chrome
13993,7970,2025-12-19,27,9,Desktop,Chrome
13994,6150,2025-12-23,6,3,Tablet,Chrome
13995,9496,2025-08-08,28,6,Desktop,Chrome
13996,14784,2025-12-29,8,4,Desktop,Chrome
13997,2875,2025-04-08,5,6,Desktop,Chrome
13998,8897,2025-12-23,27,7,Desktop,Chrome
13999,359,2025-12-09,12,5,Tablet,Chrome
14000,16485,2025-11-22,18,1,Desktop,Chrome
14001,359,2025-12-11,5,5,Desktop,Chrome
14002,20352,2025-12-21,30,6,Desktop,Chrome
14003,1903,2025-10-26,11,4,Desktop,Chrome
14004,10648,2025-10-09,1,4,Mobile,Chrome
14005,24984,2025-12-25,27,2,Tablet,Chrome
14006,17437,2025-12-29,20,4,Desktop,Chrome
14007,771,2025-07-01,6,1,Desktop,Chrome
14008,7257,2025-10-06,34,6,Desktop,Chrome
14009,8267,2025-11-08,24,1,Desktop,Chrome
14010,22944,2025-08-18,6,4,Desktop,Chrome
14011,3689,2025-06-20,1,3,Desktop,Chrome
14012,4973,2025-10-20,17,6,Tablet,Chrome
14013,6657,2025-07-01,6,5,Tablet,Chrome
14014,17333,2025-12-02,7,2,Mobile,Chrome
14015,3047,2025-12-03,10,2,Desktop,Chrome
14016,3997,2025-11-12,27,1,Desktop,Chrome
14017,859,2025-11-27,2,10,Desktop,Chrome
14018,4385,2025-10-30,20,3,Desktop,Chrome
14019,2278,2025-12-21,24,1,Desktop,Chrome
14020,23712,2025-12-07,8,6,Desktop,Chrome
14021,8405,2025-12-04,25,7,Mobile,Chrome
14022,22575,2025-07-29,10,3,Mobile,Chrome
14023,21062,2025-11-24,18,8,Mobile,Chrome
14024,3656,2025-09-27,7,2,Desktop,Chrome
14025,12911,2025-12-04,17,10,Desktop,Chrome
14026,22870,2025-04-22,35,8,Desktop,Chrome
14027,24081,2025-04-02,14,6,Desktop,Chrome
14028,10492,2025-09-09,35,1,Desktop,Chrome
14029,10578,2025-11-23,1,9,Desktop,Chrome
14030,5397,2025-08-27,6,2,Desktop,Chrome
14031,6344,2025-11-30,18,3,Desktop,Chrome
14032,470,2025-12-26,12,5,Desktop,Chrome
14033,4763,2025-10-25,29,1,Desktop,Chrome
14034,3098,2025-12-21,31,3,Desktop,Chrome
14035,12440,2025-11-25,20,2,Desktop,Chrome
14036,4047,2025-10-15,33,7,Desktop,Chrome
14037,18600,2025-11-18,15,6,Mobile,Chrome
14038,7750,2025-12-17,13,1,Tablet,Chrome
14039,17782,2025-10-27,9,6,Desktop,Chrome
14040,9976,2025-12-19,14,8,Desktop,Chrome
14041,12910,2025-10-11,8,1,Desktop,Chrome
14042,15590,2025-09-30,10,5,Desktop,Chrome
14043,1146,2025-12-13,8,8,Mobile,Chrome
14044,12448,2025-09-07,36,5,Desktop,Chrome
14045,18243,2025-12-02,30,4,Desktop,Chrome
14046,10384,2025-11-21,19,6,Desktop,Chrome
14047,4098,2025-09-18,14,6,Desktop,Chrome
14048,7450,2025-12-20,15,2,Desktop,Chrome
14049,21206,2025-07-11,1,8,Desktop,Chrome
14050,5198,2025-11-16,10,6,Desktop,Chrome
14051,23027,2025-11-02,20,5,Mobile,Chrome
14052,16844,2025-10-21,19,4,Desktop,Chrome
14053,14979,2025-05-12,14,1,Desktop,Chrome
14054,6104,2025-11-19,23,6,Desktop,Chrome
14055,24646,2025-11-15,19,9,Mobile,Chrome
14056,11810,2025-11-15,1,8,Desktop,Chrome
14057,20658,2025-09-03,16,7,Desktop,Chrome
14058,3159,2025-07-25,21,2,Desktop,Chrome
14059,8908,2025-10-01,15,4,Desktop,Chrome
14060,3317,2025-10-06,25,4,Desktop,Chrome
14061,12204,2025-10-26,8,4,Mobile,Chrome
14062,22800,2025-12-21,13,5,Desktop,Chrome
14063,8170,2025-09-06,20,7,Desktop,Chrome
14064,38,2025-09-22,22,7,Desktop,Chrome
14065,3490,2025-06-07,12,7,Desktop,Chrome
14066,9025,2025-11-18,39,6,Desktop,Chrome
14067,16721,2025-11-21,2,3,Desktop,Chrome
14068,7515,2025-12-06,28,4,Desktop,Chrome
14069,10128,2025-07-08,12,3,Desktop,Chrome
14070,13122,2025-11-02,18,1,Desktop,Chrome
14071,3532,2025-12-28,10,6,Desktop,Chrome
14072,24627,2025-09-22,1,4,Desktop,Chrome
14073,18380,2025-12-29,27,12,Desktop,Chrome
14074,16025,2025-09-05,24,1,Desktop,Chrome
14075,22123,2025-01-26,19,4,Tablet,Chrome
14076,9982,2025-06-09,27,9,Desktop,Chrome
14077,24866,2025-10-08,23,6,Desktop,Chrome
14078,10643,2025-05-24,18,4,Desktop,Chrome
14079,7534,2025-10-22,19,4,Desktop,Chrome
14080,21355,2025-12-26,14,5,Desktop,Chrome
14081,3992,2025-08-24,32,3,Desktop,Chrome
14082,8267,2025-12-19,20,11,Mobile,Chrome
14083,23781,2025-11-04,16,1,Desktop,Chrome
14084,8339,2025-04-30,14,7,Desktop,Chrome
14085,16530,2025-05-07,13,7,Desktop,Chrome
14086,11183,2025-12-19,16,1,Mobile,Chrome
14087,1500,2025-12-04,1,2,Mobile,Chrome
14088,23165,2025-09-10,13,10,Mobile,Chrome
14089,9101,2025-09-20,31,5,Desktop,Chrome
14090,9744,2025-10-03,15,2,Mobile,Chrome
14091,8571,2025-12-29,5,7,Tablet,Chrome
14092,4041,2025-08-27,26,4,Desktop,Chrome
14093,13586,2025-12-20,29,3,Mobile,Chrome
14094,9032,2025-12-09,7,5,Desktop,Chrome
14095,9755,2025-11-15,21,3,Mobile,Chrome
14096,21017,2025-12-28,2,8,Desktop,Chrome
14097,8761,2025-05-23,13,7,Desktop,Chrome
14098,21650,2025-09-18,34,8,Desktop,Chrome
14099,18871,2025-09-14,11,1,Desktop,Chrome
14100,18739,2025-09-27,11,2,Desktop,Chrome
14101,6440,2025-09-06,14,4,Desktop,Chrome
14102,12537,2025-12-14,18,13,Mobile,Chrome
14103,20691,2025-10-31,9,5,Desktop,Chrome
14104,3716,2025-07-23,30,5,Desktop,Chrome
14105,5287,2025-12-29,40,1,Desktop,Chrome
14106,19321,2025-07-15,21,5,Desktop,Chrome
14107,3939,2025-06-29,3,4,Desktop,Chrome
14108,32,2025-12-30,22,4,Desktop,Chrome
14109,4073,2025-12-31,28,5,Mobile,Chrome
14110,7543,2025-09-25,16,9,Desktop,Chrome
14111,1130,2025-07-07,20,7,Desktop,Chrome
14112,279,2025-08-07,8,2,Desktop,Chrome
14113,19916,2025-12-15,9,5,Desktop,Chrome
14114,14571,2025-12-23,13,3,Desktop,Chrome
14115,2609,2025-12-06,11,5,Mobile,Chrome
14116,21844,2025-06-26,12,9,Desktop,Chrome
14117,2093,2025-08-09,19,7,Desktop,Chrome
14118,23477,2025-10-24,19,8,Desktop,Chrome
14119,8782,2025-08-28,35,9,Desktop,Chrome
14120,10642,2025-06-01,21,3,Desktop,Chrome
14121,2883,2025-08-28,31,5,Desktop,Chrome
14122,20683,2025-12-19,5,2,Desktop,Chrome
14123,13928,2025-06-24,4,5,Desktop,Chrome
14124,23832,2025-10-20,16,1,Tablet,Chrome
14125,10795,2025-10-03,34,5,Mobile,Chrome
14126,12751,2025-12-15,27,8,Desktop,Chrome
14127,3006,2025-11-04,1,7,Tablet,Chrome
14128,18013,2025-09-09,1,1,Desktop,Chrome
14129,15125,2025-10-28,15,1,Tablet,Chrome
14130,22056,2025-12-20,12,5,Desktop,Chrome
14131,13457,2025-07-28,16,4,Desktop,Chrome
14132,3005,2025-05-23,27,9,Mobile,Chrome
14133,14315,2025-12-25,13,6,Desktop,Chrome
14134,1506,2025-10-13,12,1,Mobile,Chrome
14135,21150,2025-12-18,7,7,Desktop,Chrome
14136,792,2025-10-24,11,6,Desktop,Chrome
14137,11310,2025-09-16,3,5,Desktop,Chrome
14138,10498,2025-09-23,5,7,Desktop,Chrome
14139,2776,2025-07-14,37,8,Desktop,Chrome
14140,10631,2025-12-25,10,2,Desktop,Chrome
14141,10634,2025-09-05,5,6,Desktop,Chrome
14142,24329,2025-12-14,2,1,Tablet,Chrome
14143,6234,2025-09-07,11,5,Desktop,Chrome
14144,12290,2025-12-24,15,6,Desktop,Chrome
14145,3206,2025-11-18,17,4,Mobile,Chrome
14146,12736,2025-08-08,3,5,Desktop,Chrome
14147,327,2025-12-21,18,3,Desktop,Chrome
14148,20077,2025-07-16,3,1,Desktop,Chrome
14149,355,2025-10-15,20,4,Desktop,Chrome
14150,9221,2025-09-04,39,7,Desktop,Chrome
14151,8608,2025-08-07,3,2,Desktop,Chrome
14152,18846,2025-08-02,34,1,Desktop,Chrome
14153,1189,2025-10-29,22,6,Desktop,Chrome
14154,17014,2025-10-01,13,9,Desktop,Chrome
14155,14360,2025-12-08,6,7,Desktop,Chrome
14156,19313,2025-11-25,6,3,Desktop,Chrome
14157,16378,2025-10-20,24,4,Mobile,Chrome
14158,7905,2025-04-15,30,2,Mobile,Chrome
14159,4121,2025-10-30,16,5,Tablet,Chrome
14160,5123,2025-12-15,45,9,Mobile,Chrome
14161,13482,2025-10-22,39,1,Desktop,Chrome
14162,16879,2025-03-10,9,3,Desktop,Chrome
14163,3529,2025-06-05,32,11,Mobile,Chrome
14164,8926,2025-09-20,29,9,Desktop,Chrome
14165,12291,2025-10-30,14,4,Desktop,Chrome
14166,13860,2025-11-03,41,5,Tablet,Chrome
14167,1617,2025-05-19,14,9,Desktop,Chrome
14168,15521,2025-11-09,33,5,Desktop,Chrome
14169,24842,2025-10-19,13,8,Desktop,Chrome
14170,17679,2025-08-18,5,11,Desktop,Chrome
14171,6671,2025-07-07,17,2,Desktop,Chrome
14172,8067,2025-12-02,20,5,Desktop,Chrome
14173,17253,2025-12-10,17,6,Tablet,Chrome
14174,21670,2025-12-17,21,3,Mobile,Chrome
14175,23116,2025-10-01,6,6,Desktop,Chrome
14176,24028,2025-11-04,4,5,Desktop,Chrome
14177,4795,2025-12-09,11,1,Desktop,Chrome
14178,24421,2025-11-27,33,7,Desktop,Chrome
14179,18616,2025-08-27,10,7,Desktop,Chrome
14180,21150,2025-10-22,18,2,Desktop,Chrome
14181,2460,2025-07-24,22,8,Mobile,Chrome
14182,11502,2025-09-18,3,10,Desktop,Chrome
14183,1985,2025-05-02,14,4,Mobile,Chrome
14184,24712,2025-12-18,15,1,Mobile,Chrome
14185,19934,2025-10-01,4,8,Desktop,Chrome
14186,4464,2025-11-27,15,5,Desktop,Chrome
14187,23567,2025-12-06,5,6,Desktop,Chrome
14188,2673,2025-12-30,30,2,Desktop,Chrome
14189,12810,2025-12-11,12,6,Desktop,Chrome
14190,19375,2025-09-01,26,6,Desktop,Chrome
14191,5237,2025-10-13,16,7,Desktop,Chrome
14192,19672,2025-10-15,12,7,Desktop,Chrome
14193,73,2025-11-02,19,4,Desktop,Chrome
14194,21085,2025-07-10,7,2,Mobile,Chrome
14195,1304,2025-12-26,21,6,Desktop,Chrome
14196,5456,2025-10-16,10,8,Desktop,Chrome
14197,11789,2025-11-16,15,4,Desktop,Chrome
14198,20875,2025-05-08,26,4,Mobile,Chrome
14199,1121,2025-10-19,14,5,Desktop,Chrome
14200,712,2025-10-31,24,2,Desktop,Chrome
14201,21153,2025-11-29,30,3,Desktop,Chrome
14202,6514,2025-10-30,41,8,Tablet,Chrome
14203,13043,2025-10-29,38,8,Desktop,Chrome
14204,23373,2025-09-18,10,6,Mobile,Chrome
14205,19664,2025-09-18,16,5,Mobile,Chrome
14206,19401,2025-12-27,11,3,Desktop,Chrome
14207,15593,2025-07-21,17,10,Mobile,Chrome
14208,22149,2025-07-25,28,6,Desktop,Chrome
14209,14779,2025-09-24,10,9,Desktop,Chrome
14210,2459,2025-09-19,31,10,Desktop,Chrome
14211,19480,2025-10-30,15,5,Desktop,Chrome
14212,12972,2025-10-21,26,2,Desktop,Chrome
14213,11936,2025-06-16,35,2,Desktop,Chrome
14214,19971,2025-10-25,6,4,Desktop,Chrome
14215,20840,2025-11-08,1,6,Desktop,Chrome
14216,22779,2025-10-05,26,9,Desktop,Chrome
14217,10159,2025-08-27,34,8,Tablet,Chrome
14218,869,2025-07-30,35,1,Desktop,Chrome
14219,19383,2025-12-01,13,10,Desktop,Chrome
14220,18312,2025-12-16,14,7,Desktop,Chrome
14221,11670,2025-06-11,47,6,Desktop,Chrome
14222,3295,2025-10-21,14,7,Desktop,Chrome
14223,12448,2025-12-26,2,1,Desktop,Chrome
14224,22836,2025-12-06,12,3,Desktop,Chrome
14225,21209,2025-12-01,19,8,Desktop,Chrome
14226,12834,2025-10-27,15,7,Mobile,Chrome
14227,22439,2025-09-27,12,9,Desktop,Chrome
14228,2612,2025-09-28,1,8,Tablet,Chrome
14229,17768,2025-12-14,16,11,Desktop,Chrome
14230,14482,2025-10-29,25,6,Tablet,Chrome
14231,8962,2025-12-13,15,6,Desktop,Chrome
14232,4238,2025-06-28,30,1,Desktop,Chrome
14233,23329,2025-06-22,15,4,Mobile,Chrome
14234,1117,2025-08-13,32,1,Desktop,Chrome
14235,2607,2025-11-16,11,3,Desktop,Chrome
14236,4347,2025-12-07,11,8,Desktop,Chrome
14237,7539,2025-08-15,20,2,Mobile,Chrome
14238,4188,2025-12-12,28,5,Desktop,Chrome
14239,19622,2025-11-21,16,4,Mobile,Chrome
14240,24287,2025-04-27,18,5,Desktop,Chrome
14241,18532,2025-08-18,17,2,Desktop,Chrome
14242,5351,2025-10-11,19,8,Desktop,Chrome
14243,20887,2025-11-14,5,4,Desktop,Chrome
14244,1136,2025-07-12,24,6,Desktop,Chrome
14245,14377,2025-12-16,37,7,Desktop,Chrome
14246,10090,2025-05-09,26,3,Desktop,Chrome
14247,14119,2025-12-20,25,6,Desktop,Chrome
14248,24950,2025-11-01,31,4,Desktop,Chrome
14249,18522,2025-09-27,13,9,Desktop,Chrome
14250,21209,2025-06-16,24,4,Desktop,Chrome
14251,1666,2025-10-12,11,8,Desktop,Chrome
14252,19578,2025-12-21,21,5,Mobile,Chrome
14253,22944,2025-11-22,13,4,Mobile,Chrome
14254,14166,2025-09-18,24,8,Desktop,Chrome
14255,7131,2025-12-06,5,5,Desktop,Chrome
14256,22575,2025-09-20,2,5,Desktop,Chrome
14257,3619,2025-09-09,14,5,Desktop,Chrome
14258,16097,2025-12-08,16,1,Desktop,Chrome
14259,13276,2025-10-23,14,6,Desktop,Chrome
14260,12281,2025-11-03,11,1,Mobile,Chrome
14261,4941,2025-08-14,32,4,Desktop,Chrome
14262,3923,2025-11-26,9,1,Desktop,Chrome
14263,16315,2025-12-22,31,3,Mobile,Chrome
14264,24558,2025-05-10,12,4,Mobile,Chrome
14265,15326,2025-08-21,15,12,Desktop,Chrome
14266,1964,2025-10-22,16,10,Mobile,Chrome
14267,5397,2025-09-26,25,2,Desktop,Chrome
14268,15623,2025-11-04,31,10,Desktop,Chrome
14269,1687,2025-07-10,26,1,Desktop,Chrome
14270,7344,2025-12-05,9,7,Desktop,Chrome
14271,12265,2025-10-10,25,5,Desktop,Chrome
14272,14894,2025-09-30,4,2,Desktop,Chrome
14273,2039,2025-10-08,19,3,Desktop,Chrome
14274,10557,2025-11-18,33,3,Desktop,Chrome
14275,3668,2025-09-01,4,4,Desktop,Chrome
14276,14735,2025-10-13,21,4,Desktop,Chrome
14277,11230,2025-11-11,34,6,Desktop,Chrome
14278,21133,2025-04-30,1,1,Desktop,Chrome
14279,7364,2025-07-15,9,4,Mobile,Chrome
14280,23921,2025-11-01,6,8,Mobile,Chrome
14281,5231,2025-09-27,18,5,Mobile,Chrome
14282,3011,2025-11-04,12,6,Desktop,Chrome
14283,14951,2025-11-14,14,1,Desktop,Chrome
14284,10552,2025-12-13,17,5,Desktop,Chrome
14285,22110,2025-12-08,4,7,Desktop,Chrome
14286,16316,2025-08-31,38,4,Mobile,Chrome
14287,18875,2025-11-24,15,8,Desktop,Chrome
14288,23659,2025-12-03,26,12,Desktop,Chrome
14289,20003,2025-10-02,18,5,Tablet,Chrome
14290,1369,2025-09-23,24,7,Desktop,Chrome
14291,23670,2025-12-08,36,6,Desktop,Chrome
14292,20098,2025-07-27,10,3,Mobile,Chrome
14293,18456,2025-06-29,11,6,Desktop,Chrome
14294,21708,2025-05-23,4,6,Mobile,Chrome
14295,17160,2025-11-19,13,8,Desktop,Chrome
14296,2949,2025-11-26,12,8,Mobile,Chrome
14297,22390,2025-12-02,23,1,Desktop,Chrome
14298,840,2025-11-19,14,5,Mobile,Chrome
14299,14532,2025-09-23,21,7,Desktop,Chrome
14300,22268,2025-05-17,23,5,Desktop,Chrome
14301,14232,2025-07-18,25,10,Desktop,Chrome
14302,17571,2025-12-17,24,1,Desktop,Chrome
14303,9380,2025-11-01,7,1,Desktop,Chrome
14304,63,2025-06-07,31,6,Desktop,Chrome
14305,21152,2025-12-19,1,7,Desktop,Chrome
14306,12740,2025-12-25,12,9,Desktop,Chrome
14307,17583,2025-12-10,11,1,Desktop,Chrome
14308,2166,2025-12-28,14,4,Desktop,Chrome
14309,17321,2025-10-01,26,5,Desktop,Chrome
14310,5865,2025-12-30,16,3,Desktop,Chrome
14311,3643,2025-06-22,27,6,Tablet,Chrome
14312,23312,2025-12-07,1,7,Mobile,Chrome
14313,8638,2025-06-08,5,3,Mobile,Chrome
14314,7757,2025-11-03,29,12,Desktop,Chrome
14315,5744,2025-12-28,12,13,Desktop,Chrome
14316,18394,2025-11-18,33,1,Desktop,Chrome
14317,3589,2025-12-27,4,2,Desktop,Chrome
14318,7283,2025-09-12,9,1,Desktop,Chrome
14319,18953,2025-05-21,15,7,Desktop,Chrome
14320,6677,2025-12-10,12,4,Desktop,Chrome
14321,7759,2025-11-23,11,3,Desktop,Chrome
14322,10122,2025-11-22,33,2,Desktop,Chrome
14323,4324,2025-12-15,13,4,Desktop,Chrome
14324,14510,2025-06-28,19,3,Desktop,Chrome
14325,17614,2025-11-09,22,4,Desktop,Chrome
14326,7487,2025-09-30,5,1,Mobile,Chrome
14327,12842,2025-12-26,24,3,Mobile,Chrome
14328,11797,2025-10-27,22,7,Desktop,Chrome
14329,18961,2025-09-23,22,1,Tablet,Chrome
14330,13348,2025-10-24,8,7,Desktop,Chrome
14331,9057,2025-12-28,23,1,Desktop,Chrome
14332,4971,2025-08-06,15,5,Tablet,Chrome
14333,3607,2025-12-22,19,8,Desktop,Chrome
14334,13562,2025-12-22,33,7,Desktop,Chrome
14335,4392,2025-12-02,26,7,Mobile,Chrome
14336,17782,2025-11-09,8,8,Desktop,Chrome
14337,12149,2025-12-20,31,2,Desktop,Chrome
14338,17371,2025-11-13,33,2,Mobile,Chrome
14339,17083,2025-09-27,19,3,Desktop,Chrome
14340,14506,2025-12-27,22,4,Desktop,Chrome
14341,14055,2025-09-10,41,8,Desktop,Chrome
14342,713,2025-11-04,15,9,Desktop,Chrome
14343,6508,2025-07-25,14,1,Mobile,Chrome
14344,16801,2025-11-12,21,7,Desktop,Chrome
14345,8089,2025-11-09,11,1,Mobile,Chrome
14346,903,2025-10-12,16,3,Mobile,Chrome
14347,9755,2025-10-24,10,7,Desktop,Chrome
14348,12340,2025-11-15,30,8,Desktop,Chrome
14349,11893,2025-12-12,46,10,Mobile,Chrome
14350,16069,2025-11-08,18,10,Desktop,Chrome
14351,4323,2025-11-25,1,8,Desktop,Chrome
14352,21929,2025-11-09,11,10,Desktop,Chrome
14353,5334,2025-11-28,29,6,Desktop,Chrome
14354,18822,2025-07-08,15,3,Desktop,Chrome
14355,12983,2025-12-16,10,3,Desktop,Chrome
14356,5694,2025-12-02,12,6,Desktop,Chrome
14357,15004,2025-09-23,25,5,Desktop,Chrome
14358,3505,2025-12-01,13,1,Desktop,Chrome
14359,1289,2025-12-15,26,6,Desktop,Chrome
14360,10199,2025-11-16,12,6,Desktop,Chrome
14361,1337,2025-12-25,20,2,Desktop,Chrome
14362,22391,2025-05-24,16,3,Desktop,Chrome
14363,13389,2025-09-28,6,4,Desktop,Chrome
14364,24986,2025-12-05,24,2,Desktop,Chrome
14365,1983,2025-10-31,33,3,Desktop,Chrome
14366,22772,2025-11-12,20,5,Desktop,Chrome
14367,23064,2025-09-02,1,1,Mobile,Chrome
14368,6840,2025-11-25,14,8,Desktop,Chrome
14369,18428,2025-11-02,11,5,Desktop,Chrome
14370,5449,2025-11-28,3,1,Desktop,Chrome
14371,10577,2025-06-23,8,4,Mobile,Chrome
14372,19767,2025-11-27,45,9,Desktop,Chrome
14373,13582,2025-12-09,1,1,Desktop,Chrome
14374,20887,2025-10-15,29,6,Desktop,Chrome
14375,4142,2025-12-18,10,5,Desktop,Chrome
14376,19512,2025-11-03,22,2,Desktop,Chrome
14377,15122,2025-09-17,35,4,Mobile,Chrome
14378,19144,2025-12-28,1,1,Desktop,Chrome
14379,24079,2025-12-28,27,5,Desktop,Chrome
14380,20990,2025-04-20,20,2,Mobile,Chrome
14381,17228,2025-11-11,22,7,Mobile,Chrome
14382,17079,2025-11-28,29,9,Tablet,Chrome
14383,21743,2025-10-07,12,1,Mobile,Chrome
14384,1320,2025-09-15,18,7,Desktop,Chrome
14385,19441,2025-12-15,21,1,Desktop,Chrome
14386,12706,2025-11-13,17,3,Desktop,Chrome
14387,15695,2025-12-29,14,7,Mobile,Chrome
14388,10389,2025-11-26,11,8,Desktop,Chrome
14389,3146,2025-10-22,34,6,Desktop,Chrome
14390,17958,2025-06-05,15,1,Desktop,Chrome
14391,20249,2025-07-23,1,7,Desktop,Chrome
14392,22861,2025-11-24,8,3,Tablet,Chrome
14393,8065,2025-08-14,19,11,Desktop,Chrome
14394,10332,2025-10-03,24,8,Desktop,Chrome
14395,21271,2025-12-10,16,3,Desktop,Chrome
14396,1641,2025-12-22,22,1,Mobile,Chrome
14397,5798,2025-12-03,11,2,Mobile,Chrome
14398,21969,2025-07-16,27,7,Mobile,Chrome
14399,11183,2025-12-19,23,5,Desktop,Chrome
14400,12979,2025-12-25,19,2,Tablet,Chrome
14401,18431,2025-08-22,19,8,Desktop,Chrome
14402,2376,2025-10-23,1,2,Desktop,Chrome
14403,15695,2025-11-26,7,5,Desktop,Chrome
14404,12157,2025-12-19,33,8,Mobile,Chrome
14405,17449,2025-12-25,15,4,Desktop,Chrome
14406,2494,2025-12-29,24,6,Desktop,Chrome
14407,18731,2025-12-22,18,7,Desktop,Chrome
14408,14938,2025-09-15,18,7,Mobile,Chrome
14409,4336,2025-10-09,15,6,Desktop,Chrome
14410,23360,2025-08-29,14,3,Desktop,Chrome
14411,23834,2025-11-19,11,2,Desktop,Chrome
14412,5655,2025-12-14,11,6,Desktop,Chrome
14413,7876,2025-08-18,5,7,Mobile,Chrome
14414,5459,2025-12-22,12,2,Desktop,Chrome
14415,98,2025-09-15,9,10,Desktop,Chrome
14416,19504,2025-12-22,35,4,Desktop,Chrome
14417,23983,2025-11-06,24,3,Desktop,Chrome
14418,4540,2025-10-14,24,9,Desktop,Chrome
14419,11682,2025-10-07,33,5,Desktop,Chrome
14420,22901,2025-08-24,18,2,Desktop,Chrome
14421,5068,2025-12-27,1,1,Desktop,Chrome
14422,21857,2025-11-18,9,3,Mobile,Chrome
14423,7603,2025-09-23,2,5,Tablet,Chrome
14424,11500,2025-07-16,21,6,Mobile,Chrome
14425,12331,2025-07-16,18,4,Desktop,Chrome
14426,4386,2025-10-04,15,3,Tablet,Chrome
14427,19337,2025-12-30,4,3,Mobile,Chrome
14428,17099,2025-09-21,35,6,Mobile,Chrome
14429,2869,2025-08-14,28,1,Desktop,Chrome
14430,4135,2025-11-26,20,8,Mobile,Chrome
14431,16822,2025-11-08,14,4,Desktop,Chrome
14432,24190,2025-11-25,31,6,Mobile,Chrome
14433,17520,2025-07-27,21,6,Desktop,Chrome
14434,16583,2025-07-16,27,3,Desktop,Chrome
14435,11520,2025-05-03,34,1,Desktop,Chrome
14436,18594,2025-09-08,15,4,Desktop,Chrome
14437,966,2025-12-08,17,7,Desktop,Chrome
14438,22516,2025-11-26,9,5,Desktop,Chrome
14439,3588,2025-08-26,1,5,Desktop,Chrome
14440,11038,2025-10-09,19,1,Desktop,Chrome
14441,6285,2025-09-25,22,4,Mobile,Chrome
14442,22912,2025-10-14,3,9,Desktop,Chrome
14443,22936,2025-10-08,35,4,Desktop,Chrome
14444,431,2025-10-11,28,12,Desktop,Chrome
14445,11043,2025-09-19,26,5,Desktop,Chrome
14446,8380,2025-11-25,11,1,Desktop,Chrome
14447,1017,2025-10-02,16,7,Tablet,Chrome
14448,4919,2025-12-18,8,5,Desktop,Chrome
14449,10594,2025-07-20,18,3,Desktop,Chrome
14450,16986,2025-11-16,28,3,Tablet,Chrome
14451,18953,2025-07-13,14,7,Desktop,Chrome
14452,4591,2025-12-05,20,5,Desktop,Chrome
14453,23397,2025-09-02,23,2,Desktop,Chrome
14454,16455,2025-11-22,30,4,Desktop,Chrome
14455,16533,2025-06-25,32,4,Desktop,Chrome
14456,316,2025-12-21,7,9,Desktop,Chrome
14457,24679,2025-08-22,19,1,Desktop,Chrome
14458,16907,2025-12-28,21,3,Desktop,Chrome
14459,21501,2025-05-10,23,6,Desktop,Chrome
14460,2570,2025-11-10,8,3,Mobile,Chrome
14461,12834,2025-11-17,31,1,Desktop,Chrome
14462,21223,2025-10-04,19,9,Desktop,Chrome
14463,8470,2025-12-19,4,5,Desktop,Chrome
14464,5812,2025-08-20,22,9,Desktop,Chrome
14465,21844,2025-10-15,15,5,Desktop,Chrome
14466,18614,2025-07-24,1,7,Tablet,Chrome
